Dad,Tom,Will,AFC Wildcard 1,AFC Wildcard 2,AFC Divisional 1,AFC Divisional 2,AFC Championship,NFC Wildcard 1,NFC Wildcard 2,NFC Divisional 1,NFC Divisional 2,NFC Championship,Super Bowl,p
3,3,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Bears,Saints,Rams,Saints,Saints,0.00143181694656
3,3,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Bears,Saints,Rams,Saints,Saints,0.00101420367048
5,3,3,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Saints,Saints,0.0021342082668479997
5,3,3,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Saints,Saints,0.001422805511232
5,2,4,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Saints,Saints,0.0016768779239519998
5,2,4,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Saints,Saints,0.001117918615968
5,2,4,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Bears,Saints,Rams,Saints,Saints,0.00135505286784
5,2,4,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Bears,Saints,Rams,Saints,Saints,9.5982911472e-4
5,1,5,Ravens,Colts,Colts,Pats,Pats,Seahawks,Bears,Saints,Rams,Saints,Saints,9.074014739999998e-4
5,1,5,Chargers,Colts,Colts,Pats,Pats,Seahawks,Bears,Saints,Rams,Saints,Saints,6.049343159999999e-4
3,5,3,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Saints,Rams,Saints,Saints,9.199173564e-4
3,5,3,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Saints,Rams,Saints,Saints,6.132782376000001e-4
3,2,6,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Bears,Saints,Rams,Saints,Saints,0.00106009523928
3,2,6,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Bears,Saints,Rams,Saints,Saints,7.7097835584e-4
4,2,5,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Bears,Saints,Rams,Saints,Saints,0.00137062818816
4,2,5,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Bears,Saints,Rams,Saints,Saints,9.968205004800001e-4
4,1,6,Ravens,Colts,Colts,Pats,Colts,Seahawks,Bears,Saints,Rams,Saints,Saints,6.67513728e-4
4,1,6,Chargers,Colts,Colts,Pats,Colts,Seahawks,Bears,Saints,Rams,Saints,Saints,4.4500915200000005e-4
5,3,2,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Saints,Saints,0.002188333615104
5,3,2,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Saints,Saints,0.0014588890767360003
5,2,3,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Saints,Saints,0.001719404983296
5,2,3,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Saints,Saints,0.0011462699888640001
4,4,2,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Saints,Rams,Saints,Saints,0.0010990514808
4,4,2,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Saints,Rams,Saints,Saints,7.327009872e-4
4,2,4,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Eagles,Saints,Rams,Saints,Saints,0.00107462811456
4,2,4,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Eagles,Saints,Rams,Saints,Saints,7.611949144800001e-4
6,2,2,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Saints,Saints,0.001601797081248
6,2,2,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Saints,Saints,0.0010678647208320002
6,1,3,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Saints,Saints,0.001258554849552
6,1,3,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Saints,Saints,8.390365663680001e-4
6,1,3,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Eagles,Saints,Rams,Saints,Saints,0.00101701401984
6,1,3,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Eagles,Saints,Rams,Saints,Saints,7.203849307200001e-4
6,0,4,Ravens,Colts,Colts,Pats,Pats,Cowboys,Eagles,Saints,Rams,Saints,Saints,6.810361739999999e-4
6,0,4,Chargers,Colts,Colts,Pats,Pats,Cowboys,Eagles,Saints,Rams,Saints,Saints,4.54024116e-4
4,4,2,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Saints,Rams,Saints,Saints,6.904297764000001e-4
4,4,2,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Saints,Rams,Saints,Saints,4.602865176000001e-4
4,1,5,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Eagles,Saints,Rams,Saints,Saints,7.9563812328e-4
4,1,5,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Eagles,Saints,Rams,Saints,Saints,5.7864590784e-4
5,1,4,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Eagles,Saints,Rams,Saints,Saints,0.0010287038361600001
5,1,4,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Eagles,Saints,Rams,Saints,Saints,7.481482444800001e-4
5,0,5,Ravens,Colts,Colts,Pats,Colts,Cowboys,Eagles,Saints,Rams,Saints,Saints,5.00992128e-4
5,0,5,Chargers,Colts,Colts,Pats,Colts,Cowboys,Eagles,Saints,Rams,Saints,Saints,3.3399475200000003e-4
4,4,2,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Saints,Saints,0.0018641360424960002
4,4,2,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Saints,Saints,0.0012427573616640003
4,3,3,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Saints,Saints,0.001464678319104
4,3,3,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Saints,Saints,9.764522127360001e-4
3,5,2,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Saints,Rams,Saints,Saints,9.362290391999999e-4
3,5,2,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Saints,Rams,Saints,Saints,6.241526928e-4
3,3,4,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Eagles,Saints,Rams,Saints,Saints,9.1542394944e-4
3,3,4,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Eagles,Saints,Rams,Saints,Saints,6.484252975200001e-4
5,3,2,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Saints,Saints,0.001364493809952
5,3,2,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Saints,Saints,9.096625399680001e-4
5,2,3,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Saints,Saints,0.0010721022792479998
5,2,3,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Saints,Saints,7.14734852832e-4
5,2,3,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Eagles,Saints,Rams,Saints,Saints,8.6634527616e-4
5,2,3,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Eagles,Saints,Rams,Saints,Saints,6.136612372800001e-4
5,1,4,Ravens,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Rams,Saints,Saints,5.801419259999999e-4
5,1,4,Chargers,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Rams,Saints,Saints,3.8676128399999996e-4
3,5,2,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Rams,Saints,Saints,5.881438836e-4
3,5,2,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Rams,Saints,Saints,3.9209592240000004e-4
3,2,5,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Eagles,Saints,Rams,Saints,Saints,6.7776580872e-4
3,2,5,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Eagles,Saints,Rams,Saints,Saints,4.9292058816e-4
4,2,4,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Eagles,Saints,Rams,Saints,Saints,8.763032678400001e-4
4,2,4,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Eagles,Saints,Rams,Saints,Saints,6.3731146752e-4
4,1,5,Ravens,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Rams,Saints,Saints,4.2677107200000003e-4
4,1,5,Chargers,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Rams,Saints,Saints,2.8451404800000006e-4
5,3,3,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Bears,Saints,Saints,0.0025677969408000006
5,3,3,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Bears,Saints,Saints,0.0017118646272000005
5,2,4,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Bears,Saints,Saints,0.0020175547392000002
5,2,4,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Bears,Saints,Saints,0.0013450364928000002
4,4,3,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Saints,Bears,Saints,Saints,0.0012896301600000002
4,4,3,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Saints,Bears,Saints,Saints,8.597534400000001e-4
4,2,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Bears,Saints,Bears,Saints,Saints,0.001260971712
4,2,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Bears,Saints,Bears,Saints,Saints,8.931882960000002e-4
6,2,3,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Bears,Saints,Saints,0.0018795532896000002
6,2,3,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Bears,Saints,Saints,0.0012530355264000002
6,1,4,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Bears,Saints,Saints,0.0014767918704
6,1,4,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Bears,Saints,Saints,9.845279136000001e-4
6,1,4,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Bears,Saints,Bears,Saints,Saints,0.001193367168
6,1,4,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Bears,Saints,Bears,Saints,Saints,8.453017440000002e-4
6,0,5,Ravens,Colts,Colts,Pats,Pats,Cowboys,Bears,Saints,Bears,Saints,Saints,7.991297999999999e-4
6,0,5,Chargers,Colts,Colts,Pats,Pats,Cowboys,Bears,Saints,Bears,Saints,Saints,5.327532e-4
4,4,3,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Saints,Bears,Saints,Saints,8.101522800000001e-4
4,4,3,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Saints,Bears,Saints,Saints,5.401015200000002e-4
4,1,6,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Bears,Saints,Bears,Saints,Saints,9.336040560000001e-4
4,1,6,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Bears,Saints,Bears,Saints,Saints,6.789847680000001e-4
5,1,5,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Bears,Saints,Bears,Saints,Saints,0.0012070840320000003
5,1,5,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Bears,Saints,Bears,Saints,Saints,8.778792960000003e-4
5,0,6,Ravens,Colts,Colts,Pats,Colts,Cowboys,Bears,Saints,Bears,Saints,Saints,5.878656000000001e-4
5,0,6,Chargers,Colts,Colts,Pats,Colts,Cowboys,Bears,Saints,Bears,Saints,Saints,3.9191040000000006e-4
4,4,3,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Bears,Saints,Saints,0.0021873825792000003
4,4,3,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Bears,Saints,Saints,0.0014582550528000004
4,3,4,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Bears,Saints,Saints,0.0017186577408
4,3,4,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Bears,Saints,Saints,0.0011457718272000002
3,5,3,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Saints,Bears,Saints,Saints,0.00109857384
3,5,3,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Saints,Bears,Saints,Saints,7.323825600000001e-4
3,3,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Bears,Saints,Bears,Saints,Saints,0.001074161088
3,3,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Bears,Saints,Bears,Saints,Saints,7.608641040000001e-4
5,3,3,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Bears,Saints,Saints,0.0016011009504
5,3,3,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Bears,Saints,Saints,0.0010674006336000002
5,2,4,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Bears,Saints,Saints,0.0012580078896
5,2,4,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Bears,Saints,Saints,8.386719264e-4
5,2,4,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Bears,Saints,Bears,Saints,Saints,0.001016572032
5,2,4,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Bears,Saints,Bears,Saints,Saints,7.200718560000001e-4
5,1,5,Ravens,Colts,Colts,Pats,Pats,Seahawks,Bears,Saints,Bears,Saints,Saints,6.807402e-4
5,1,5,Chargers,Colts,Colts,Pats,Pats,Seahawks,Bears,Saints,Bears,Saints,Saints,4.538268e-4
3,5,3,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Saints,Bears,Saints,Saints,6.901297200000001e-4
3,5,3,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Saints,Bears,Saints,Saints,4.600864800000001e-4
3,2,6,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Bears,Saints,Bears,Saints,Saints,7.952923440000001e-4
3,2,6,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Bears,Saints,Bears,Saints,Saints,5.783944320000001e-4
4,2,5,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Bears,Saints,Bears,Saints,Saints,0.0010282567680000001
4,2,5,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Bears,Saints,Bears,Saints,Saints,7.478231040000001e-4
4,1,6,Ravens,Colts,Colts,Pats,Colts,Seahawks,Bears,Saints,Bears,Saints,Saints,5.007744000000001e-4
4,1,6,Chargers,Colts,Colts,Pats,Colts,Seahawks,Bears,Saints,Bears,Saints,Saints,3.338496000000001e-4
6,3,1,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,0.0012363466752
6,3,1,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,8.242311168000001e-4
6,2,2,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,9.714152448e-4
6,2,2,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,6.476101632e-4
5,4,1,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,6.2093304e-4
5,4,1,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,4.1395536e-4
5,2,3,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,6.07134528e-4
5,2,3,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,4.30053624e-4
7,2,1,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,9.049701024e-4
7,2,1,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,6.033134016000001e-4
7,1,2,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,7.110479375999999e-4
7,1,2,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,4.7403195839999996e-4
7,1,2,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,5.745841919999999e-4
7,1,2,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,4.0699713600000003e-4
7,0,3,Ravens,Colts,Colts,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,3.8476619999999994e-4
7,0,3,Chargers,Colts,Colts,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,2.565108e-4
5,4,1,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,3.9007332e-4
5,4,1,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,2.6004888000000004e-4
5,1,4,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,4.49513064e-4
5,1,4,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,3.26918592e-4
6,1,3,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,5.81188608e-4
6,1,3,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,4.22682624e-4
6,0,4,Ravens,Colts,Colts,Pats,Colts,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,2.830464e-4
6,0,4,Chargers,Colts,Colts,Pats,Colts,Cowboys,Eagles,Saints,Cowboys,Saints,Saints,1.8869760000000003e-4
4,5,1,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,0.0011676607488000001
4,5,1,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,7.784404992000002e-4
4,4,2,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,9.174477312000001e-4
4,4,2,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,6.116318208000001e-4
3,6,1,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,5.8643676e-4
3,6,1,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,3.9095784000000005e-4
3,4,3,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,5.73404832e-4
3,4,3,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,4.0616175600000006e-4
5,4,1,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,8.546939856000001e-4
5,4,1,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,5.697959904000001e-4
5,3,2,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,6.715452744e-4
5,3,2,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,4.4769684960000003e-4
5,3,2,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,5.42662848e-4
5,3,2,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,3.8438618400000004e-4
5,2,3,Ravens,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,3.633903e-4
5,2,3,Chargers,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,2.4226020000000002e-4
3,6,1,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,0.00036840258000000005
3,6,1,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,2.4560172000000007e-4
3,3,4,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,4.24540116e-4
3,3,4,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,3.0875644800000004e-4
4,3,3,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,5.489003520000001e-4
4,3,3,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,3.9920025600000006e-4
4,2,4,Ravens,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,2.6732160000000004e-4
4,2,4,Chargers,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Seahawks,Saints,Saints,1.7821440000000003e-4
3,3,5,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Rams,0.0023343402700800003
3,3,5,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Rams,0.0015562268467200005
3,2,6,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Rams,0.0018341244979200003
3,2,6,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Rams,0.0012227496652800003
2,4,5,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Rams,0.0011723807160000002
2,4,5,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Rams,7.815871440000001e-4
2,2,7,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Rams,0.0011463278112000001
2,2,7,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Rams,8.119821996000002e-4
4,2,5,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Rams,0.0017086697409600003
4,2,5,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Rams,0.0011391131606400002
4,1,6,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Rams,0.00134252622504
4,1,6,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Rams,8.950174833600002e-4
4,1,6,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Rams,0.0010848696768000002
4,1,6,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Rams,7.684493544000002e-4
4,0,7,Ravens,Colts,Colts,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Rams,7.2647523e-4
4,0,7,Chargers,Colts,Colts,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Rams,4.8431682e-4
2,4,5,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Saints,Rams,Rams,Rams,7.364955780000002e-4
2,4,5,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Saints,Rams,Rams,Rams,4.909970520000001e-4
2,1,8,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Bears,Saints,Rams,Rams,Rams,0.00084872347560000015
2,1,8,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Bears,Saints,Rams,Rams,Rams,6.172534368e-4
3,1,7,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Bears,Saints,Rams,Rams,Rams,0.0010973394432000003
3,1,7,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Bears,Saints,Rams,Rams,Rams,7.980650496000003e-4
3,0,8,Ravens,Colts,Colts,Pats,Colts,Cowboys,Bears,Saints,Rams,Rams,Rams,5.344185600000001e-4
3,0,8,Chargers,Colts,Colts,Pats,Colts,Cowboys,Bears,Saints,Rams,Rams,Rams,3.562790400000001e-4
2,4,5,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Rams,0.0019885120819200003
2,4,5,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Rams,0.0013256747212800003
2,3,6,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Rams,0.0015624023500800002
2,3,6,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Rams,0.0010416015667200002
1,5,5,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Rams,9.986946840000001e-4
1,5,5,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Rams,6.657964560000001e-4
1,3,7,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Rams,9.765014688000001e-4
1,3,7,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Rams,6.916885404000001e-4
3,3,5,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Rams,0.00145553348304
3,3,5,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Rams,9.703556553600002e-4
3,2,6,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Rams,0.00114363345096
3,2,6,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Rams,7.624223006400001e-4
3,2,6,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Rams,9.241482432e-4
3,2,6,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Rams,6.546050056000001e-4
3,1,7,Ravens,Colts,Colts,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Rams,6.1884927e-4
3,1,7,Chargers,Colts,Colts,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Rams,4.1256618e-4
1,5,5,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Saints,Rams,Rams,Rams,6.273851220000001e-4
1,5,5,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Saints,Rams,Rams,Rams,4.182567480000001e-4
1,2,8,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Bears,Saints,Rams,Rams,Rams,7.229866644000001e-4
1,2,8,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Bears,Saints,Rams,Rams,Rams,5.258084832000001e-4
2,2,7,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Bears,Saints,Rams,Rams,Rams,9.347706368000002e-4
2,2,7,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Bears,Saints,Rams,Rams,Rams,6.798331904000001e-4
