Dad,Tom,Will,AFC Wildcard 1,AFC Wildcard 2,AFC Divisional 1,AFC Divisional 2,AFC Championship,NFC Wildcard 1,NFC Wildcard 2,NFC Divisional 1,NFC Divisional 2,NFC Championship,Super Bowl,p
5,1,5,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Pats,8.641548115200002e-4
5,1,5,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Pats,0.0010474603776000004
5,1,5,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Pats,7.419511008000003e-4
5,0,6,Ravens,Colts,Colts,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Pats,7.0142436e-4
5,0,6,Chargers,Colts,Colts,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Pats,4.676162400000001e-4
2,5,4,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Saints,Rams,Rams,Texans,6.31281924e-4
2,5,4,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Saints,Rams,Rams,Texans,4.2085461600000005e-4
2,1,8,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Bears,Saints,Rams,Rams,Ravens,9.258801552000001e-4
2,1,8,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Bears,Saints,Rams,Rams,Chargers,6.172534368e-4
3,1,7,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Bears,Saints,Rams,Rams,Ravens,0.0011970975744000003
3,1,7,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Bears,Saints,Rams,Rams,Chargers,7.980650496000003e-4
3,0,8,Ravens,Colts,Colts,Pats,Colts,Cowboys,Bears,Saints,Rams,Rams,Colts,6.413022720000001e-4
3,0,8,Chargers,Colts,Colts,Pats,Colts,Cowboys,Bears,Saints,Rams,Rams,Colts,4.2753484800000006e-4
2,5,4,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,0.0020394995712000007
2,5,4,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,0.0013596663808000005
2,4,5,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,0.0016024639488000003
2,4,5,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,0.0010683092992000002
1,6,4,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,0.00102430224
1,6,4,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,6.828681600000001e-4
1,4,6,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,0.0010015399680000001
1,4,6,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,7.094241440000001e-4
4,3,4,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,0.0014053426732800003
4,3,4,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,9.368951155200003e-4
4,2,5,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,0.0011041978147200001
4,2,5,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,7.361318764800002e-4
4,2,5,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,8.922810624000002e-4
4,2,5,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,6.320324192000003e-4
4,1,6,Ravens,Colts,Colts,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,5.9750964e-4
4,1,6,Chargers,Colts,Colts,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,3.983397600000001e-4
1,6,4,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Saints,Rams,Rams,Texans,5.377586760000001e-4
1,6,4,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Saints,Rams,Rams,Texans,3.58505784e-4
1,2,8,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Bears,Saints,Rams,Rams,Ravens,7.887127248000001e-4
1,2,8,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Bears,Saints,Rams,Rams,Chargers,5.258084832000001e-4
2,2,7,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Bears,Saints,Rams,Rams,Ravens,0.0010197497856000001
2,2,7,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Bears,Saints,Rams,Rams,Chargers,6.798331904000001e-4
2,1,8,Ravens,Colts,Colts,Pats,Colts,Seahawks,Bears,Saints,Rams,Rams,Colts,5.462945280000001e-4
2,1,8,Chargers,Colts,Colts,Pats,Colts,Seahawks,Bears,Saints,Rams,Rams,Colts,3.6419635200000006e-4
3,4,3,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,0.0015307149312000004
3,4,3,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,0.0010204766208000004
3,3,4,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,0.0012027045888000003
3,3,4,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,8.018030592000003e-4
2,5,3,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,7.687742400000001e-4
2,5,3,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,5.125161600000001e-4
2,3,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,7.516903680000001e-4
2,3,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,5.324473440000002e-4
5,2,3,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,0.0010547582572800003
5,2,3,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,7.031721715200003e-4
5,1,4,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,8.287386307200002e-4
5,1,4,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,5.524924204800002e-4
5,1,4,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,6.696877824000002e-4
5,1,4,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,4.743621792000002e-4
5,0,5,Ravens,Colts,Colts,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,4.484516400000001e-4
5,0,5,Chargers,Colts,Colts,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,2.989677600000001e-4
2,5,3,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Saints,Rams,Rams,Texans,4.0360647600000003e-4
2,5,3,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Saints,Rams,Rams,Texans,2.690709840000001e-4
2,1,7,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Eagles,Saints,Rams,Rams,Ravens,5.919561648000001e-4
2,1,7,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Eagles,Saints,Rams,Rams,Chargers,3.9463744320000007e-4
3,1,6,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Eagles,Saints,Rams,Rams,Ravens,7.653574656000002e-4
3,1,6,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Eagles,Saints,Rams,Rams,Chargers,5.102383104000002e-4
3,0,7,Ravens,Colts,Colts,Pats,Colts,Cowboys,Eagles,Saints,Rams,Rams,Colts,4.1001292800000005e-4
3,0,7,Chargers,Colts,Colts,Pats,Colts,Cowboys,Eagles,Saints,Rams,Rams,Colts,2.7334195200000007e-4
2,5,3,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,0.0013039423488000004
2,5,3,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,8.692948992000003e-4
2,4,4,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,0.0010245261312000003
2,4,4,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,6.830174208000002e-4
1,6,3,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,6.548817600000001e-4
1,6,3,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,4.365878400000001e-4
1,4,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,6.403288320000002e-4
1,4,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,4.5356625600000014e-4
4,3,3,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,8.984977747200002e-4
4,3,3,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,5.989985164800003e-4
4,2,4,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,7.059625372800002e-4
4,2,4,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,4.7064169152000017e-4
4,2,4,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,5.704747776000002e-4
4,2,4,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,4.0408630080000015e-4
4,1,5,Ravens,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,3.8201436000000004e-4
4,1,5,Chargers,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,2.546762400000001e-4
1,6,3,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Rams,Rams,Texans,3.4381292400000003e-4
1,6,3,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Rams,Rams,Texans,2.2920861600000004e-4
1,2,7,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Eagles,Saints,Rams,Rams,Ravens,5.042589552000001e-4
1,2,7,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Eagles,Saints,Rams,Rams,Chargers,3.361726368000001e-4
2,2,6,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Eagles,Saints,Rams,Rams,Ravens,6.519711744000002e-4
2,2,6,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Eagles,Saints,Rams,Rams,Chargers,4.346474496000001e-4
2,1,7,Ravens,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Rams,Rams,Colts,3.4927027200000005e-4
2,1,7,Chargers,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Rams,Rams,Colts,2.3284684800000004e-4
3,4,4,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,0.001227792384
3,4,4,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,8.185282560000002e-4
3,3,5,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,9.64694016e-4
3,3,5,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,6.43129344e-4
2,5,4,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,6.166368e-4
2,5,4,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,4.110912e-4
2,3,6,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,6.0293376e-4
2,3,6,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,4.2707808000000007e-4
5,2,4,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,8.460256896000001e-4
5,2,4,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,5.640171264000002e-4
5,1,5,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,6.647344704e-4
5,1,5,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,4.431563136000001e-4
5,1,5,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,5.37159168e-4
5,1,5,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,3.804877440000001e-4
5,0,6,Ravens,Colts,Colts,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,3.5970479999999997e-4
5,0,6,Chargers,Colts,Colts,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,2.398032e-4
2,5,4,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Cowboys,Rams,Rams,Texans,3.2373431999999997e-4
2,5,4,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Cowboys,Rams,Rams,Texans,2.1582288e-4
2,1,8,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Bears,Cowboys,Rams,Rams,Ravens,4.74810336e-4
2,1,8,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Bears,Cowboys,Rams,Rams,Chargers,3.16540224e-4
3,1,7,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Bears,Cowboys,Rams,Rams,Ravens,6.13896192e-4
3,1,7,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Bears,Cowboys,Rams,Rams,Chargers,4.0926412800000003e-4
3,0,8,Ravens,Colts,Colts,Pats,Colts,Cowboys,Bears,Cowboys,Rams,Rams,Colts,3.2887296e-4
3,0,8,Chargers,Colts,Colts,Pats,Colts,Cowboys,Bears,Cowboys,Rams,Rams,Colts,2.1924864e-4
1,6,4,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,0.0011595816960000003
1,6,4,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,7.730544640000002e-4
1,5,5,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,9.110999040000001e-4
1,5,5,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,6.073999360000002e-4
0,7,4,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,5.823792e-4
0,7,4,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,3.8825280000000006e-4
0,5,6,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,5.694374400000001e-4
0,5,6,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,4.0335152000000007e-4
3,4,4,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,7.990242624000002e-4
3,4,4,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,5.326828416000002e-4
3,3,5,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,6.278047776e-4
3,3,5,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,4.185365184000001e-4
3,3,5,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,5.073169920000001e-4
3,3,5,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,3.593495360000001e-4
3,2,6,Ravens,Colts,Colts,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,3.3972120000000004e-4
3,2,6,Chargers,Colts,Colts,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,2.2648080000000004e-4
0,7,4,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Seahawks,Rams,Rams,Texans,3.0574908e-4
0,7,4,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Seahawks,Rams,Rams,Texans,2.0383272000000003e-4
0,3,8,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Bears,Seahawks,Rams,Rams,Ravens,4.4843198400000003e-4
0,3,8,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Bears,Seahawks,Rams,Rams,Chargers,2.98954656e-4
1,3,7,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Bears,Seahawks,Rams,Rams,Ravens,5.797908480000001e-4
1,3,7,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Bears,Seahawks,Rams,Rams,Chargers,3.865272320000001e-4
1,2,8,Ravens,Colts,Colts,Pats,Colts,Seahawks,Bears,Seahawks,Rams,Rams,Colts,3.1060224e-4
1,2,8,Chargers,Colts,Colts,Pats,Colts,Seahawks,Bears,Seahawks,Rams,Rams,Colts,2.0706816000000001e-4
2,4,3,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,9.057484800000002e-4
2,4,3,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,6.038323200000001e-4
2,3,4,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,7.116595200000001e-4
2,3,4,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,4.744396800000001e-4
1,5,3,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,4.5489600000000004e-4
1,5,3,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,3.0326400000000003e-4
1,3,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,4.4478720000000005e-4
1,3,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,3.150576000000001e-4
4,2,3,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Pats,6.241173120000002e-4
4,2,3,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Pats,4.1607820800000015e-4
4,1,4,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Pats,4.903778880000001e-4
4,1,4,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Pats,3.2691859200000006e-4
4,1,4,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Pats,3.962649600000001e-4
4,1,4,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Pats,2.806876800000001e-4
4,0,5,Ravens,Colts,Colts,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Pats,2.65356e-4
4,0,5,Chargers,Colts,Colts,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Pats,1.7690400000000003e-4
1,5,3,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Eagles,Rams,Rams,Texans,2.388204e-4
1,5,3,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Eagles,Rams,Rams,Texans,1.5921360000000002e-4
1,1,7,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Eagles,Eagles,Rams,Rams,Ravens,3.5026992e-4
1,1,7,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Eagles,Eagles,Rams,Rams,Chargers,2.3351328000000002e-4
2,1,6,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Eagles,Eagles,Rams,Rams,Ravens,4.5287424000000005e-4
2,1,6,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Eagles,Eagles,Rams,Rams,Chargers,3.0191616000000007e-4
2,0,7,Ravens,Colts,Colts,Pats,Colts,Cowboys,Eagles,Eagles,Rams,Rams,Colts,2.426112e-4
2,0,7,Chargers,Colts,Colts,Pats,Colts,Cowboys,Eagles,Eagles,Rams,Rams,Colts,1.617408e-4
1,5,3,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Chiefs,7.715635200000002e-4
1,5,3,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Chiefs,5.143756800000002e-4
1,4,4,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Chiefs,6.0622848e-4
1,4,4,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Chiefs,4.041523200000001e-4
0,6,3,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Chiefs,3.87504e-4
0,6,3,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Chiefs,2.58336e-4
0,4,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Chiefs,3.7889280000000003e-4
0,4,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Chiefs,2.6838240000000003e-4
3,3,3,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Pats,5.316554880000001e-4
3,3,3,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Pats,3.544369920000001e-4
3,2,4,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Pats,4.1772931200000004e-4
3,2,4,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Pats,2.784862080000001e-4
3,2,4,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Pats,3.375590400000001e-4
3,2,4,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Pats,2.3910432000000007e-4
3,1,5,Ravens,Colts,Colts,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Pats,2.26044e-4
3,1,5,Chargers,Colts,Colts,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Pats,1.5069600000000002e-4
0,6,3,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Eagles,Rams,Rams,Texans,2.034396e-4
0,6,3,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Eagles,Rams,Rams,Texans,1.3562640000000002e-4
0,2,7,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Eagles,Eagles,Rams,Rams,Ravens,2.9837808000000003e-4
0,2,7,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Eagles,Eagles,Rams,Rams,Chargers,1.9891872000000002e-4
1,2,6,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Eagles,Eagles,Rams,Rams,Ravens,3.8578176e-4
1,2,6,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Eagles,Eagles,Rams,Rams,Chargers,2.5718784000000003e-4
1,1,7,Ravens,Colts,Colts,Pats,Colts,Seahawks,Eagles,Eagles,Rams,Rams,Colts,2.066688e-4
1,1,7,Chargers,Colts,Colts,Pats,Colts,Seahawks,Eagles,Eagles,Rams,Rams,Colts,1.3777920000000002e-4
3,4,4,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Chiefs,0.0019624550400000004
3,4,4,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Chiefs,0.0013083033600000005
3,3,5,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Chiefs,0.0015419289600000002
3,3,5,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Chiefs,0.0010279526400000002
2,5,4,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Chiefs,9.85608e-4
2,5,4,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Chiefs,6.570720000000002e-4
2,3,6,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Chiefs,9.637056000000001e-4
2,3,6,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Chiefs,6.826248000000002e-4
5,2,4,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Pats,0.0013522541760000004
5,2,4,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Pats,9.015027840000003e-4
5,1,5,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Pats,0.0010624854240000002
5,1,5,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Pats,7.083236160000002e-4
5,1,5,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Pats,8.585740800000003e-4
5,1,5,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Pats,6.081566400000003e-4
5,0,6,Ravens,Colts,Colts,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Pats,5.749380000000001e-4
5,0,6,Chargers,Colts,Colts,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Pats,3.832920000000001e-4
2,5,4,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Saints,Bears,Bears,Texans,5.174442e-4
2,5,4,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Saints,Bears,Bears,Texans,3.4496280000000004e-4
2,1,8,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Bears,Saints,Bears,Bears,Ravens,7.5891816e-4
2,1,8,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Bears,Saints,Bears,Bears,Chargers,5.059454400000001e-4
3,1,7,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Bears,Saints,Bears,Bears,Ravens,9.812275200000002e-4
3,1,7,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Bears,Saints,Bears,Bears,Chargers,6.541516800000002e-4
3,0,8,Ravens,Colts,Colts,Pats,Colts,Cowboys,Bears,Saints,Bears,Bears,Colts,5.256576e-4
