Winner,Dad_total,Tom_total,Will_total,Dad,Tom,Will,AFC Wildcard 1,AFC Wildcard 2,AFC Divisional 1,AFC Divisional 2,AFC Championship,NFC Wildcard 1,NFC Wildcard 2,NFC Divisional 1,NFC Divisional 2,NFC Championship,Super Bowl,p,p_adj
Dad,7,4,6,5,4,1,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Saints,Pats,8.06e-4,0.0010235260040996732
Dad,7,4,6,5,4,1,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Saints,Pats,5.37e-4,6.819273749398569e-4
Will,7,2,8,5,2,3,Ravens,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Saints,Pats,3.43e-4,4.355699992632604e-4
Will,7,2,8,5,2,3,Chargers,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Seahawks,Saints,Pats,2.28e-4,2.895334105889895e-4
Tom,4,7,6,2,7,1,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Seahawks,Saints,Texans,3.08e-4,3.91124080971091e-4
Tom,4,7,6,2,7,1,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Seahawks,Saints,Texans,2.06e-4,2.615959762339115e-4
Will,4,3,10,2,3,5,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Eagles,Saints,Seahawks,Saints,Ravens,4.52e-4,5.739872876588738e-4
Will,4,3,10,2,3,5,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Eagles,Saints,Seahawks,Saints,Chargers,3.01e-4,3.8223489731265713e-4
Will,5,3,9,3,3,4,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Eagles,Saints,Seahawks,Saints,Ravens,5.85e-4,7.428817771691177e-4
Will,5,3,9,3,3,4,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Eagles,Saints,Seahawks,Saints,Chargers,3.9e-4,4.952545181127451e-4
Will,5,2,10,3,2,5,Ravens,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Seahawks,Saints,Colts,3.13e-4,3.974734978699724e-4
Will,5,2,10,3,2,5,Chargers,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Seahawks,Saints,Colts,2.09e-4,2.6540562637324036e-4
Will,5,4,9,3,4,4,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Chiefs,0.002394195149,0.003040348627656069
Will,5,4,9,3,4,4,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Chiefs,0.001596130099,0.0020268990846807515
Will,5,3,10,3,3,5,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Chiefs,0.001881153331,0.0023888453498476674
Will,5,3,10,3,3,5,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Chiefs,0.001254102221,0.001592563566988406
Will,4,5,9,2,5,4,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Chiefs,0.00120244176,0.001526960806172926
Will,4,5,9,2,5,4,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Chiefs,8.02e-4,0.0010184464705805681
Will,4,3,11,2,3,6,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Chiefs,0.001175720832,0.0014930283438135278
Will,4,3,11,2,3,6,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Bears,Saints,Rams,Rams,Chiefs,8.33e-4,0.0010578128553536325
Will,7,2,9,5,2,4,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Pats,0.001649750095,0.0020949902264248217
Will,7,2,9,5,2,4,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Pats,0.001099833396,0.0013966601501032923
Will,7,1,10,5,1,5,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Pats,0.001296232217,0.001646063748698847
Will,7,1,10,5,1,5,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Pats,8.64e-4,0.001097179240126697
Will,7,1,10,5,1,5,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Pats,0.001047460378,0.0013301525249963689
Will,7,1,10,5,1,5,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Pats,7.42e-4,9.422534677939921e-4
Will,7,0,11,5,0,6,Ravens,Colts,Colts,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Pats,7.01e-4,8.90188249223165e-4
Will,7,0,11,5,0,6,Chargers,Colts,Colts,Pats,Pats,Cowboys,Bears,Saints,Rams,Rams,Pats,4.68e-4,5.943054217352942e-4
Will,4,5,9,2,5,4,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Saints,Rams,Rams,Texans,6.31e-4,8.012964126388262e-4
Will,4,5,9,2,5,4,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Saints,Rams,Rams,Texans,4.21e-4,5.346209028858095e-4
Will,4,1,13,2,1,8,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Bears,Saints,Rams,Rams,Ravens,9.26e-4,0.0011759120096728256
Will,4,1,13,2,1,8,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Bears,Saints,Rams,Rams,Chargers,6.17e-4,7.835180453219584e-4
Will,5,1,12,3,1,7,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Bears,Saints,Rams,Rams,Ravens,0.001197097574,0.0015201743131930928
Will,5,1,12,3,1,7,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Bears,Saints,Rams,Rams,Chargers,7.98e-4,0.001013366937061463
Will,5,0,13,3,0,8,Ravens,Colts,Colts,Pats,Colts,Cowboys,Bears,Saints,Rams,Rams,Colts,6.41e-4,8.139952464365888e-4
Will,5,0,13,3,0,8,Chargers,Colts,Colts,Pats,Colts,Cowboys,Bears,Saints,Rams,Rams,Colts,4.28e-4,5.435100865442433e-4
Will,4,5,9,2,5,4,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,0.002039499571,0.002589926608273732
Will,4,5,9,2,5,4,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,0.001359666381,0.001726617739272449
Will,4,4,10,2,4,5,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,0.001602463949,0.002034942335525748
Will,4,4,10,2,4,5,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,0.001068309299,0.0013566282232605374
Will,3,6,9,1,6,4,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,0.00102430224,0.0013007443904436036
Will,3,6,9,1,6,4,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,6.83e-4,8.673303483871922e-4
Will,3,4,11,1,4,6,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,0.001001539968,0.0012718389595448567
Will,3,4,11,1,4,6,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Bears,Saints,Rams,Rams,Chiefs,7.09e-4,9.003473162613751e-4
Will,6,3,9,4,3,4,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,0.001405342673,0.001784621303333057
Will,6,3,9,4,3,4,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,9.37e-4,0.0011898807268503645
Will,6,2,10,4,2,5,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,0.001104197815,0.001402202453253772
Will,6,2,10,4,2,5,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,7.36e-4,9.346341675153344e-4
Will,6,2,10,4,2,5,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,8.92e-4,0.0011327359747604325
Will,6,2,10,4,2,5,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,6.32e-4,8.025662960186023e-4
Will,6,1,11,4,1,6,Ravens,Colts,Colts,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,5.98e-4,7.593902611062092e-4
Will,6,1,11,4,1,6,Chargers,Colts,Colts,Pats,Pats,Seahawks,Bears,Saints,Rams,Rams,Pats,3.98e-4,5.054135851509553e-4
Will,3,6,9,1,6,4,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Saints,Rams,Rams,Texans,5.38e-4,6.83197258319633e-4
Will,3,6,9,1,6,4,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Saints,Rams,Rams,Texans,3.59e-4,4.5588813333968076e-4
Will,3,2,13,1,2,8,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Bears,Saints,Rams,Rams,Ravens,7.89e-4,0.0010019379866434766
Will,3,2,13,1,2,8,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Bears,Saints,Rams,Rams,Chargers,5.26e-4,6.679586577623178e-4
Will,4,2,12,2,2,7,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Bears,Saints,Rams,Rams,Ravens,0.001019749786,0.0012949633047718077
Will,4,2,12,2,2,7,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Bears,Saints,Rams,Rams,Chargers,6.8e-4,8.635206982478634e-4
Will,4,1,13,2,1,8,Ravens,Colts,Colts,Pats,Colts,Seahawks,Bears,Saints,Rams,Rams,Colts,5.46e-4,6.933563253578432e-4
Will,4,1,13,2,1,8,Chargers,Colts,Colts,Pats,Colts,Seahawks,Bears,Saints,Rams,Rams,Colts,3.64e-4,4.622375502385621e-4
Will,5,4,8,3,4,3,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,0.001530714931,0.0019438294500522793
Will,5,4,8,3,4,3,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,0.001020476621,0.0012958863004581475
Will,5,3,9,3,3,4,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,0.001202704589,0.0015272945683517491
Will,5,3,9,3,3,4,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,8.02e-4,0.0010184464705805681
Will,4,5,8,2,5,3,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,7.69e-4,9.765403190479514e-4
Will,4,5,8,2,5,3,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,5.13e-4,6.514501738252263e-4
Will,4,3,10,2,3,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,7.52e-4,9.549523015917546e-4
Will,4,3,10,2,3,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Chiefs,5.32e-4,6.755779580409754e-4
Will,7,2,8,5,2,3,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,0.001054758257,0.0013394199802460873
Will,7,2,8,5,2,3,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,7.03e-4,8.927280159827175e-4
Will,7,1,9,5,1,4,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,8.29e-4,0.0010527333218345275
Will,7,1,9,5,1,4,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,5.52e-4,7.009756256365008e-4
Will,7,1,9,5,1,4,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,6.7e-4,8.508218644501007e-4
Will,7,1,9,5,1,4,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,4.74e-4,6.019247220139518e-4
Will,7,0,10,5,0,5,Ravens,Colts,Colts,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,4.48e-4,5.689077541397688e-4
Will,7,0,10,5,0,5,Chargers,Colts,Colts,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Pats,2.99e-4,3.796951305531046e-4
Will,4,5,8,2,5,3,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Saints,Rams,Rams,Texans,4.04e-4,5.13032885429613e-4
Will,4,5,8,2,5,3,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Saints,Rams,Rams,Texans,2.69e-4,3.415986291598165e-4
Will,4,1,12,2,1,7,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Eagles,Saints,Rams,Rams,Ravens,5.92e-4,7.517709608275515e-4
Will,4,1,12,2,1,7,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Eagles,Saints,Rams,Rams,Chargers,3.95e-4,5.016039350116265e-4
Will,5,1,11,3,1,6,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Eagles,Saints,Rams,Rams,Ravens,7.65e-4,9.714607855288461e-4
Will,5,1,11,3,1,6,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Eagles,Saints,Rams,Rams,Chargers,5.1e-4,6.476405236858975e-4
Will,5,0,12,3,0,7,Ravens,Colts,Colts,Pats,Colts,Cowboys,Eagles,Saints,Rams,Rams,Colts,4.1e-4,5.206521857082705e-4
Will,5,0,12,3,0,7,Chargers,Colts,Colts,Pats,Colts,Cowboys,Eagles,Saints,Rams,Rams,Colts,2.73e-4,3.466781626789216e-4
Will,4,5,8,2,5,3,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,0.001303942349,0.001655854717181528
Will,4,5,8,2,5,3,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,8.69e-4,0.0011035286570255781
Will,4,4,9,2,4,4,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,0.001024526131,0.001301028705903385
Will,4,4,9,2,4,4,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,6.83e-4,8.673303483871922e-4
Will,3,6,8,1,6,3,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,6.55e-4,8.317736137534565e-4
Will,3,6,8,1,6,3,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,4.37e-4,5.549390369622298e-4
Will,3,4,10,1,4,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,6.4e-4,8.127253630568126e-4
Will,3,4,10,1,4,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Chiefs,4.54e-4,5.765270544184263e-4
Will,6,3,8,4,3,3,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,8.98e-4,0.00114035527503909
Will,6,3,8,4,3,3,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,5.99e-4,7.606601444859855e-4
Will,6,2,9,4,2,4,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,7.06e-4,8.965376661220464e-4
Will,6,2,9,4,2,4,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,4.71e-4,5.98115071874623e-4
Will,6,2,9,4,2,4,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,5.7e-4,7.238335264724736e-4
Will,6,2,9,4,2,4,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,4.04e-4,5.13032885429613e-4
Will,6,1,10,4,1,5,Ravens,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,3.82e-4,4.85095451074535e-4
Will,6,1,10,4,1,5,Chargers,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Pats,2.55e-4,3.2382026184294874e-4
Will,3,6,8,1,6,3,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Rams,Rams,Texans,3.44e-4,4.3683988264303674e-4
Will,3,6,8,1,6,3,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Rams,Rams,Texans,2.29e-4,2.9080329396876574e-4
Will,3,2,12,1,2,7,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Eagles,Saints,Rams,Rams,Ravens,5.04e-4,6.400212234072398e-4
Will,3,2,12,1,2,7,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Eagles,Saints,Rams,Rams,Chargers,3.36e-4,4.2668081560482654e-4
Will,4,2,11,2,2,6,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Eagles,Saints,Rams,Rams,Ravens,6.52e-4,8.279639636141278e-4
Will,4,2,11,2,2,6,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Eagles,Saints,Rams,Rams,Chargers,4.35e-4,5.523992702026773e-4
Will,4,1,12,2,1,7,Ravens,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Rams,Rams,Colts,3.49e-4,4.431892995419181e-4
Will,4,1,12,2,1,7,Chargers,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Rams,Rams,Colts,2.33e-4,2.958828274878708e-4
Will,5,4,9,3,4,4,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,0.001227792384,0.0015591531422574835
Will,5,4,9,3,4,4,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,8.19e-4,0.0010400344880367647
Will,5,3,10,3,3,5,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,9.65e-4,0.0012254374614841
Will,5,3,10,3,3,5,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,6.43e-4,8.165350131961414e-4
Will,4,5,9,2,5,4,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,6.17e-4,7.835180453219584e-4
Will,4,5,9,2,5,4,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,4.11e-4,5.219220690880468e-4
Will,4,3,11,2,3,6,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,6.03e-4,7.657396780050905e-4
Will,4,3,11,2,3,6,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Chiefs,4.27e-4,5.422402031644672e-4
Will,7,2,9,5,2,4,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,8.46e-4,0.001074321339290724
Will,7,2,9,5,2,4,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,5.64e-4,7.162142261938161e-4
Will,7,1,10,5,1,5,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,6.65e-4,8.444724475512193e-4
Will,7,1,10,5,1,5,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,4.43e-4,5.625583372408873e-4
Will,7,1,10,5,1,5,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,5.37e-4,6.819273749398569e-4
Will,7,1,10,5,1,5,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,3.8e-4,4.8255568431498246e-4
Will,7,0,11,5,0,6,Ravens,Colts,Colts,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,3.6e-4,4.571580167194571e-4
Will,7,0,11,5,0,6,Chargers,Colts,Colts,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Pats,2.4e-4,3.047720111463047e-4
Will,4,5,9,2,5,4,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Cowboys,Rams,Rams,Texans,3.24e-4,4.1144221504751136e-4
Will,4,5,9,2,5,4,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Cowboys,Rams,Rams,Texans,2.16e-4,2.7429481003167424e-4
Will,4,1,13,2,1,8,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Bears,Cowboys,Rams,Rams,Ravens,4.75e-4,6.03194605393728e-4
Will,4,1,13,2,1,8,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Bears,Cowboys,Rams,Rams,Chargers,3.17e-4,4.025530313890775e-4
Will,5,1,12,3,1,7,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Bears,Cowboys,Rams,Rams,Ravens,6.14e-4,7.797083951826295e-4
Will,5,1,12,3,1,7,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Bears,Cowboys,Rams,Rams,Chargers,4.09e-4,5.193823023284943e-4
Will,5,0,13,3,0,8,Ravens,Colts,Colts,Pats,Colts,Cowboys,Bears,Cowboys,Rams,Rams,Colts,3.29e-4,4.1779163194639266e-4
Will,5,0,13,3,0,8,Chargers,Colts,Colts,Pats,Colts,Cowboys,Bears,Cowboys,Rams,Rams,Colts,2.19e-4,2.781044601710031e-4
Will,3,6,9,1,6,4,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,0.001159581696,0.0014725335232431789
Will,3,6,9,1,6,4,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,7.73e-4,9.816198525670564e-4
Will,3,5,10,1,5,5,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,9.11e-4,0.0011568637589761815
Will,3,5,10,1,5,5,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,6.07e-4,7.708192115241957e-4
Will,2,7,9,0,7,4,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,5.82e-4,7.390721270297889e-4
Will,2,7,9,0,7,4,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,3.88e-4,4.927147513531926e-4
Will,2,5,11,0,5,6,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,5.69e-4,7.225636430926973e-4
Will,2,5,11,0,5,6,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Chiefs,4.03e-4,5.117630020498366e-4
Will,5,4,9,3,4,4,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,7.99e-4,0.0010146368204412394
Will,5,4,9,3,4,4,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,5.33e-4,6.768478414207517e-4
Will,5,3,10,3,3,5,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,6.28e-4,7.974867624994973e-4
Will,5,3,10,3,3,5,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,4.19e-4,5.32081136126257e-4
Will,5,3,10,3,3,5,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,5.07e-4,6.438308735465686e-4
Will,5,3,10,3,3,5,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,3.59e-4,4.5588813333968076e-4
Will,5,2,11,3,2,6,Ravens,Colts,Colts,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,3.4e-4,4.317603491239317e-4
Will,5,2,11,3,2,6,Chargers,Colts,Colts,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Pats,2.26e-4,2.869936438294369e-4
Will,2,7,9,0,7,4,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Seahawks,Rams,Rams,Texans,3.06e-4,3.885843142115385e-4
Will,2,7,9,0,7,4,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Seahawks,Rams,Rams,Texans,2.04e-4,2.59056209474359e-4
Will,2,3,13,0,3,8,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Bears,Seahawks,Rams,Rams,Ravens,4.48e-4,5.689077541397688e-4
Will,2,3,13,0,3,8,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Bears,Seahawks,Rams,Rams,Chargers,2.99e-4,3.796951305531046e-4
Will,3,3,12,1,3,7,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Bears,Seahawks,Rams,Rams,Ravens,5.8e-4,7.365323602702363e-4
Will,3,3,12,1,3,7,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Bears,Seahawks,Rams,Rams,Chargers,3.87e-4,4.914448679734163e-4
Will,3,2,13,1,2,8,Ravens,Colts,Colts,Pats,Colts,Seahawks,Bears,Seahawks,Rams,Rams,Colts,3.11e-4,3.9493373111041985e-4
Will,3,2,13,1,2,8,Chargers,Colts,Colts,Pats,Colts,Seahawks,Bears,Seahawks,Rams,Rams,Colts,2.07e-4,2.628658596136878e-4
Will,4,4,8,2,4,3,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,9.06e-4,0.0011505143420773003
Will,4,4,8,2,4,3,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,6.04e-4,7.670095613848669e-4
Will,4,3,9,2,3,4,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,7.12e-4,9.041569664007039e-4
Will,4,3,9,2,3,4,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,4.74e-4,6.019247220139518e-4
Will,3,5,8,1,5,3,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,4.55e-4,5.777969377982027e-4
Will,3,5,8,1,5,3,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,3.03e-4,3.8477466407220966e-4
Will,3,3,10,1,3,5,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,4.45e-4,5.6509810400044e-4
Will,3,3,10,1,3,5,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Chiefs,3.15e-4,4.0001326462952495e-4
